カフェ放送てれれ1&2月号、「路地と人」で上映されます！,2012-01-13,"大阪で下之坊修子さんが主催するインディペンデントなメディアセンター「てれれ」。その定期上映会「カフェ放送てれれ」の1&2月号が2012年1月21日（土）、東京・千代田区の「路地と人」で行われます。当日は、山形ドキュメンタリー映画祭で下之坊さんとともに制作したビデオも上映。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
映画「空っ風」、東京初上映＆監督来場します！,2012-01-11,"大阪・千里ニュータウンの建替え問題を取材したドキュメンタリー映画、「空っ風」（からっかぜ）を、2012年1月29日（日）、日野市中央公民館・高幡台分室にて上映します。東京では初めての上映、さらに当日は大阪より監督の中村葉子さんも来場されます。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。<br/> ※急遽上映会を中止し、中村葉子監督の講演会に変更になりました。申し訳ございません。"
「Cat Foreheads & Rabbit Hutches」に「さようならUR」が掲載されました！,2012-01-03,"「Cat Foreheads & Rabbit Hutches」に、「さようならUR」の英語でのレビューが掲載されています。記事は<a href=""http://catforehead.wordpress.com/2012/01/02/put-out/"" target=""_blank"">こちら</a>よりご覧いただけます。"
,2012-01-01,
,2012-01-01,
,2012-01-01,
CS朝日ニュースター「ContAct」にゲスト出演しました！,2011-12-30,"2011年12月29日（木）夜11時15分より放送の、CS朝日ニュースターの番組「ContAct」にゲスト出演しました。番組のアーカイブ録画は<a href=""http://youtu.be/j9zW6GJUryo"" target=""_blank"">こちら</a>よりご覧いただけます。"
「ブライアンと仲間たち」、反原発・年越しOccupy@経産省前テントで上映します！,2011-12-28,"「ブライアンと仲間たち」、2011年12月30日（金）、東京・霞ヶ関の経済産業省前で奮闘する反原発テントにて上映されます。「反原発・年越しOccupy@経産省前テント～こんなんじゃ、よい年迎えらんない99%のための祭り～」として、オールナイトで原発、占拠、労働etcに関する7本の映画が上映されます。このままで年越しなんてできない！という方はぜひ！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、新宿区大久保地域センターで上映します！,2011-12-23,"「さようならUR」、2012年2月18日（土）、新宿区大久保地域センターにて上映されます。映画は、「賃貸住宅からの追い出しにノーを　UR住宅団地で起こっていること～高幡台団地73号棟存続のたたかい連帯集会～」イベント内で上映されます。映画上映の後、監督挨拶、自由法曹団弁護士による講演「借地借家法と住まいの権利」、弁護団・住民の会による報告などが予定されています。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a> をご覧ください。"
「さようならUR」、築地社会教育会館で上映します！,2011-12-13,"「さようならUR」、2012年1月23日（月）、築地社会教育会館・視聴覚室にて上映されます。上映後は監督との質疑応答もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、小金井市公民館本館で上映します！,2011-12-05,"「さようならUR」、2011年12月23日（金・祝）、小金井市公民館本館・視聴覚室にて上映されます。上映後は監督との質疑応答もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
山形新聞に記事が掲載されました！,2011-11-28,"山形国際ドキュメンタリー映画祭を、来場監督、審査員、学生など様々な立場から振り返るという山形新聞の企画で、11月21日付けの山形新聞で私の記事が掲載されました。記事全文は<a href=""http://brianandco.cocolog-nifty.com/blog/2011/11/jp-0d41.html"" target=""_blank"">こちら</a>よりご覧いただけます。"
「さようならUR」上映＆ワークショップ、「安房・今、ここから未来へフォーラム」で開催されます！,2011-11-24,"「安房・今、ここから未来へフォーラム」（12月10日＆11日の2日間開催）の、フォーラム1として、「さようならUR」映画の上映＋トークとワークショップの、合計4時間のスペシャル・イベントが開催されます。フォーラムではその他にも面白い企画が目白押し。ぜひいらしてくださいね。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、ヒロシマ平和映画祭2011で上映します！,2011-11-23,"「さようならUR」、2011年12月11日（日）、ヒロシマ平和映画祭2011クロージング「女が撮る～序章」プログラムにて、横川シネマで上映されます。上映当日は監督による舞台挨拶もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、東京・品川区で上映します！,2011-11-07,"「さようならUR」、2011年11月19日（土）14:00より、東京・品川区の「品川第2区民センター」にて上映します。上映後には監督による質疑応答もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、東京・日野市で上映します！,2011-10-22,"「さようならUR」、2011年11月27日（日）14:00より、東京・日野市の「中央公民館高幡台分室」にて上映します。上映後には監督による質疑応答もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
シネマトゥデイに「さようならUR」が掲載されました！,2011-10-18,"シネマトゥデイに、「さようならUR」が山形国際ドキュメンタリー映画祭で上映された際の記事が掲載されています。記事は<a href=""http://www.cinematoday.jp/page/N0036229"" target=""_blank"">こちら</a> よりご覧いただけます。"
ぴあ映画生活に「さようならUR」が掲載されました！,2011-10-18,"ぴあ映画生活に、「さようならUR」の紹介と、監督インタビューが掲載されています。記事は<a href=""http://cinema.pia.co.jp/news/157761/43994/"" target=""_blank"">こちら</a>よりご覧いただけます。"
「さようならUR」、山形国際ドキュメンタリー映画祭にて第1回「スカパー！IDEHA賞」を受賞しました！,2011-10-14,"山形国際ドキュメンタリー映画祭で今回初めて創設された、「スカパー！IDEHA賞」を受賞しました。この賞は、スカパーJSAT株式会社がドキュメンタリー映画作家の育成を支援し、新作の制作を奨励する賞で、インターナショナル・コンペティション、アジア千波万波、ニュー・ドックス・ジャパンの各プログラムで上映される日本映画の監督が対象となっています。「さようならUR」の制作にかかわってくださった全ての皆さまに、この場を借りてお礼を申し上げます。どうもありがとうございました！！ 受賞作品一覧は<a href=""http://www.yidff.jp/2011/2011.html#award"" target=""_blank"">こちら</a>からご覧いただけます。"
「さようならUR」、千葉・習志野市で上映します！,2011-10-14,"「さようならUR」、2011年11月5日（土）13:30より、千葉・習志野市の「サンロード津田沼」（京成津田沼駅直結の駅ビル）にて上映します。上映後には監督による質疑応答もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、山形・鶴岡市で上映します！,2011-10-14,"「さようならUR」、2011年11月12日（土）14:00より、山形・鶴岡市の「鶴岡協同の家こぴあ」にて上映します。上映後には監督による質疑応答もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、山形国際ドキュメンタリー映画祭で上映されます！,2011-09-12,"山形国際ドキュメンタリー映画祭（山形市）にて、「さようならUR」が上映されます。日本の新作ドキュメンタリーを紹介する「New Docs Japan」プログラムに選ばれました。上映日は2011年10月11日（火）午後5時10分から。英語字幕つきで上映されます。上映の後は、監督トークもあります。映画祭に行こうと計画されている方、もしくは山形近郊にお住まいの方は、ぜひいらしてくださいね！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「住まいるチャンネル」仙台生放送やります！,2011-08-29,"私も参加している、住まいの貧困に取り組むネットワークのインターネットTV番組「住まいるチャンネル」の第2弾を、被災地仙台から生放送でお届けします！　放送日は2011年9月30日（金）18:00～19:45まで。視聴URLは<a href=""http://ustream.tv/channel/smichan"" target=""_blank"">こちら</a>です。放送内容（予定）について詳しくは<a href=""http://brianandco.cocolog-nifty.com/blog/2011/08/jp-76ee.html"" target=""_blank"">ブログ</a>をご覧ください。"
初の二本立て上映＋イギリス・スカイプ中継やります！,2011-08-26,"2011年10月2日（日）、武蔵野公会堂にて、「さようならUR」と、「ブライアンと仲間たち」の二本立て上映をします。どちらかのみの参加も可能です。「ブライアンと仲間たち」上映後には、ブライアン追悼特別企画として、イギリスより出演者とのスカイプ中継も予定しています。「ブライアン～」は既に観たという方も、またとない機会ですので、ぜひいらしてください。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、Shintoku空想の森映画祭にて上映します！,2011-08-22,"第16回Shintoku空想の森映画祭（北海道）にて、「さようならUR」が上映されます。上映日は2011年9月17日（土）午後1時半から。上映の後は、監督トークもあります。映画、ライブ、パーティーと盛りだくさんで濃密な3日間。旅気分で毎年遠方から参加される人も多いとか。ぜひいらしてくださいね！詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、日野市上映会日程の変更,2011-08-16,先日発表した、9月27日（火）午後2時からの日野市中央公民館高幡台分室の上映会ですが、上映日程が9月28日（水）午後2時からに変更となりました。申し訳ございません。会場は同じです。
「さようならUR」、横浜市UR本社そばで上映します！,2011-08-14,"「さようならUR」、2011年9月11日（日）19:00より、UR本社のすぐそばの、建替え対象となっている「海岸通団地」集会所にて上映します。映画の後は、海岸通団地の建替え問題など語り合う予定です。横浜方面にお住まいの方はぜひ！　詳細は<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、東京・日野市にて上映します！,2011-08-11,"「さようならUR」、2011年9月27日（火）14:00より、東京・日野市の「日野市中央公民館高幡台分室」（旧高幡台小学校）にて上映します。上映後には監督による質疑応答もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。<br/>※日程が9月28日（水）に変更となりました！　既に予定してくださった皆さま申し訳ありません！！"
あいち国際女性映画祭、トークサロンに出演します！,2011-08-11,"2011年9月8日（木）16:30～18:00、山上千恵子監督とともに映画について語る、トークサロンに出演します。司会はあいち国際女性映画祭イベントディレクターの加藤和己さん。入場無料、定員は40名です。ぜひいらしてください！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
名古屋にて「映像とトーク」イベントを開催します！,2011-08-01,"2011年9月10日（土）午後1時半より、名古屋市北生涯学習センターにて、映像とトークのイベントを行います。ブライアンのこと、新作のこと、大震災の被災地での取材のことなど、映像も交えながらお話し、皆さんと交流するイベントです。ぜひご参加ください！　主催はあいち平和映画祭です。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。（※映画本編の上映会ではありません）"
「さようならUR」、東京・高円寺にて上映します！,2011-07-29,"「さようならUR」、2011年8月28日（日）19:00より、東京・高円寺の「素人の乱12号店」にて上映します。主催は山口静子さん(女性と貧困ネットワーク）です。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
日本ジャーナリスト会議、「ブライアンと仲間たち」追悼上映会決定しました！,2011-07-22,"6月18日に亡くなったブライアンの追悼として、日本ジャーナリスト会議(JCJ)主催で「ブライアンと仲間たち」の上映会が開催されます。会場は、東京都中央区の「築地社会教育会館」です。上映のあとには、監督によるトークもあります。ブライアンの死後、日本で初めての追悼上映会。ぜひたくさんの方に来ていただければと思います。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、藤沢市にて上映します！,2011-07-13,"「さようならUR」、2011年8月10日に藤沢市労働会館にて上映します。上映後には監督による質疑応答もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、あいち国際女性映画祭にて上映します！,2011-07-09,"あいち国際女性映画祭2011にて、「さようならUR」が上映されます。上映日は2011年9月9日（金）午後2時から。上映の後は、監督トークもあります。中部方面の方はぜひ観にいらしてくださいね！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
ブライアンと仲間たち、ウィスコンシン州で上映します！,2011-07-09,"「ブライアンと仲間たち」、先日のアメリカ初上映に続き、7月14日Bastille Day（フランス革命の記念日）イベントとして、ウィスコンシン州・マジソンで上映されます。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
ブライアンと仲間たち、アメリカ初上映！,2011-07-05,"先日亡くなったブライアンの追悼上映会が、7月6日アメリカ・シカゴで行われます。以前から上映会の打診をもらっていましたが、残念ながら追悼上映という形での実現となってしまったものの、アメリカでは初めての上映です。もしシカゴ近辺にお知り合いがいましたら、ぜひお誘いください。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、日野市生活・保健センターにて上映します！,2011-06-26,"「さようならUR」、2011年7月30日（土）14:00より、日野市生活・保健センターにて上映します。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。 ※一部チラシで「7月2日（土）日野市生活・保健センター上映」となっているものがありましたが、7月30日（土）に再設定されました。ご注意ください。"
高幡台団地73号棟住民の皆さんの、次回裁判は7月12日（火）です！,2011-06-26,高幡台団地73号棟の住民の皆さんが、大家であるURに立ち退き訴訟を起こされている裁判の、次回公判が7月12日（火）13:10より、立川地裁であります。裁判についてのお問い合わせは、住民の会・村田さんまで。（メール：takahatadai73@gmail.com ）
「さようならUR」、from Earth Cafe OHANAにて上映します！,2011-06-23,"「さようならUR」、2011年6月25日（土）19:00より、東京・三軒茶屋の「from Earth Cafe OHANA」にて上映します。主催は「にっしぃ劇場」です！ 店内では、おいしいオーガニックの食事やドリンクもご注文いただけます。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
R.I.P. Brian Haw,2011-06-19,"On the 18th June 2011 it was sadly announced that Brian Haw had died after a long battle against cancer. Brian stared in my first documentary film, ""Brian & Co. Parliament Square SW1"". I learnt a lot about Brian while making the film, his dedication to end war and bring peace to the world was unbreakable. I was also privileged to witness Brian's amazing sense of humour, after all of the years he spent sleeping in Parliament Square, he was still able to make us laugh with his stories and observational humour. He will be deeply missed - R.I.P. Brian Haw."
ブライアン・ホウさん永眠,2011-06-19,2011年6月18日、肺がんを患っていたブライアン・ホウさんが永眠されました。彼は、私の初めてのドキュメンタリー映画「ブライアンと仲間たち パーラメント・スクエアSW1」の主人公でもありました。撮影を通じ、彼の命がけで平和を希求する姿勢から、多くのことを学びました。同時に、彼は類まれなるユーモアのセンスの持ち主でもありました。厳しいパーラメント・スクエアでのテント生活にもかかわらず、私たちを笑わせ、楽しませてもくれたのです。偉大なる人物を失いました。心よりお悔やみを申し上げます。早川由美子
「さようならUR」、自由と生存の家にて上映します！,2011-05-09,"「さようならUR」、2011年6月12日（日）14:00より、東京・新宿の「自由と生存の家」にて上映します。当日、同会場では有機・減農薬野菜直売会も開催されます（10時～16時30分）。詳しくは<br/><a href=""http://www.petiteadventurefilms.com/screenings.php"">こちら</a> をご覧ください。"
「さようならUR」、ついに完成披露上映会！,2011-04-18,"去る3月21日に、都内にて初上映をしましたが、その後さらなる編集を加え、完成披露上映会を行うことが決定しました。2011年5月26日（木）夜7時から、東京・飯田橋にて。主催はVIDEO ACT!さんです。当日は監督トーク＆ディスカッションもあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"">こちら</a>をご覧ください。"
「さようならUR」プレミア上映、詳細決定！,2011-03-03,"「さようならUR」、初上映会の詳細が決定しました。2011年3月21日（月・祝）10:30～、会場は戸塚地域センター（東京・高田馬場）。 住まいの貧困に取り組むネットワークの２周年記念イベントの中で上映します。当日は監督・出演者による舞台挨拶もありますので、 ぜひいらしてくださいね！　詳しくは <a href=""http://www.petiteadventurefilms.com/screenings.php"">こちら</a> をご覧ください。"
Petite Adventure Films、ウェブサイト開設しました！,2011-02-28,Petite Adventure Filmsのウェブサイトをオープンしました。新作「さようならUR」の最新情報等、随時更新していきます。 どうぞよろしくお願いします！
