2015年1月25日,2015,201501,第5回アムネスティ映画祭,2014-12-16,ヤクルトホール,"東京都港区東新橋1-1-19<br/> ヤクルト本社ビル<a href=""http://www.yakult.co.jp/hall/access/"" target=""_blank"">[地図]</a>",14:50～,"◆前売り券<br/> 2日通し券：3,700円（一般）、3,200円（学生）<br/> 1月24日券：2,500円（一般）、2,000円（学生）<br/> 1月25日券：2,500円（一般）、2,000円（学生）<br/> ◆当日券<br/> 2,700円（一般）、2,200円（学生）<br/> ※学生券の場合は、学生証の提示が必要。<br/> ※障害者手帳をお持ちの方は、本人と付き添い1名が半額になります。当日、受付にて手帳をご提示ください。","※第5回アムネスティ映画祭にて上映。<br/> 他の上映作品は<a href=""http://www.amnesty.or.jp/aff/"" target=""_blank"">こちら</a>をご覧ください。<br/> ※上映後14:50からは監督トークがあります。<br/> ※主催：アムネスティ・インターナショナル日本"
2014年12月21日,2014,201412,東京・豊島,2014-12-20,がんばれ子ども村,東京都豊島区雑司ケ谷3-12-9,18:00～,無料,"※主催：特定非営利活動法人<a href=""http://tenohasi.org/"" target=""_blank"">TENOHASI</a><br/> ※『乙女ハウス』と『ホームレスごっこ』の上映。<br/> ※上映後に監督トークがあります。<br/>"
2014年12月3日,2014,201412,東京・飯田橋,2014-10-12,東京ボランティア・市民活動センター,東京・飯田橋セントラルプラザ10階<br/> 東京都新宿区神楽河岸1-1<br/> JR中央線・地下鉄飯田橋駅下車 徒歩1分<br/> 会場電話：03-3235-1171,18:30開場、19:00開映,500円（介助者は無料・予約不要）,"※主催：<a href=""http://www.videoact.jp/index.html"" target=""_blank"">VIDEO ACT!</a><br/> ※第72回VIDEO ACT!上映会～「ホームレス」とは誰か～として上映。<br/> ※『ホームレスごっこ』の他、『VJU REPORT Vol.7 ジェントリフィケーション　虚飾の影の野宿者排除』（遠藤大輔監督、23分）、『「ホームレス」と出会う子どもたち』（飯田基晴監督、30分）も上映され、上映後には3監督によるトークとディスカッションがあります。"
2014年11月29日,2014,201411,"Bruxelles, Belgium",2014-10-12,"Cinema Nova <a href=""http://www.nova-cinema.org/"" target=""_blank"">[Website]</a>","Rue d'Arenberg 3, 1000 Bruxelles, Belgium","Screening from 21:00～, Skype Q&A with the director and Ms Kida from 22:10～",--,"※Will be screened as ""Cinema With Us"" programme.<br/> ※After the screening, Q&A session with the director Hayakawa and Ms Kida."
2014年11月29日,2014,201411,三鷹いのちと平和映画祭,2014-10-12,癒しと創造のスペース・沙羅舎,東京都三鷹市下連雀3-1-24<br/> 最寄り駅：JR中央線・総武線/東西線「三鷹駅」南口徒歩6分,13:27頃～,"前売り1,500円/当日2,000円<br/> 2日間（11/29&30）通し券（前売りのみ）3,000円","※主催：<a href=""http://www.mitakaff.com/"" target=""_blank"">三鷹いのちと平和映画祭</a><br/> ※上映後に監督トークがあります。"
2014年11月15日,2014,201411,東京・多摩市,2014-09-17,ダイニングバー・モンキーランド,多摩市豊ヶ丘1-11-1<br/> 最寄り駅：小田急・京王多摩センター駅東口から徒歩15分,1回目上映（トークなしで入替え）開場15:45/上映16:00～17:13<br/> 2回目上映（トークなしで入替え）開場17:45/上映18:00～19:13<br/> 懇親会/ゲスト：早川由美子 19:25～21:25,"上映会：1,500円または１ドリンク付き2,000円（各回入替15名）<br/> 懇親会：軽食付き2h飲み放題4,000円（10名）","※主催：たえのは！（多摩映画好き飲んで話そう会）<br/> ※3ケ月連続企画上映会「映画と話そう@TAMA」企画の一環として上映されます。（9月13日『山陽西小学校ロック教室』、10月11日『アヒルの子』)<br/> ※<a href=""http://taenoha.com/"" target=""_blank"">こちら</a>よりご予約ください。"
2014年11月15日,2014,201411,宮城・仙台,2014-10-12,せんだいメディアテーク6階ギャラリー4200,宮城県青葉区春日町2-1,開館時間：11:00～20:00,一般（大学生・専門学校生含む）100円<br/> 高校生以下無料<br/> （豊齢カード、障がい者手帳をお持ちの方は半額）,"※<a href=""http://www.smt.jp/projects/recalling/"" target=""_blank"">「記憶と想起　イメージの家を歩く」展</a>にて、2011年に仙台の被災地や仮設住宅で早川由美子が撮影した映像が上映されます。他の参加作家は<a href=""http://www.smt.jp/projects/recalling/2014/10/post-1.html"" target=""_blank"">こちら</a>をご覧ください。<br/> ※企画・主催：せんだいメディアテーク"
2014年10月22日,2014,201410,東京・杉並（高円寺）,2014-10-12,高円寺4th,"東京都杉並区高円寺南3-48-6 第八日東ビルB1 101 <a href=""http://fourthfloor.sub.jp/"" target=""_blank"">[地図]</a>",開場19:30～、開映20:00～,800円＋ワンドリンク・オーダー,"※「高円寺4th」の映画特集企画（10/21～25まで）として上映されます。<br/> ※『踊る善福寺』上映のほか、監督＆出演者による製作裏話トーク、シンガー・ソングライターの大杉雅一さんとベーシストのツムラヤキヨカズさんのライブ等、満載の企画です！<br/> ※主催：<a href=""http://fourthfloor.sub.jp/"" target=""_blank"">高円寺4th</a>"
2014年10月17日,2014,201410,東京・杉並,2014-10-12,かがやき亭,東京都杉並区西荻北4-4-4<br/> JR西荻窪駅徒歩約7分,18:30開場、19:00開始（終了予定20:30）,無料,"※イベント名『わたしと政治、ギャップを埋める！<br> ～現職区議会議員と徹底トーク～』<br/> ※現職の区議会議員お二人をお招きし、プライベートから政治の話までざっくばらんに対話することで、政治と私たちの""距離""を縮めようというイベントです。イベントについて詳しくは<a href=""http://brianandco.cocolog-nifty.com/blog/2014/09/jp-3c66.html"" target=""_blank"">こちら</a>をご覧ください。<br/> ※予約不要。杉並区外の方も参加出来ます。<br/> ※主催・お問合せ：<a href=""http://dis-locate.net/0/"" target=""_blank"">dislocate</a>"
2014年10月12日,2014,201410,東京･立川市,2014-08-05,自宅,駅徒歩５分,15:00～,"1,000円（１ドリンク付）",主催：未定
2014年10月10日,2014,201410,札幌国際短編映画祭（札幌）,2014-09-22,シアターキノ,"北海道札幌市中央区狸小路6丁目 南3条グランドビル2F<a href=""http://theaterkino.net/access.html"" target=""_blank"">[地図]</a><br/>",21:00～23:00,"前売り1,100円、当日1,300円<br/> 回数券やフリーパスなど、その他のチケットについては<a href=""http://sapporoshortfest.jp/14/ticket/"" target=""_blank"">こちら</a>をご覧ください。","※札幌国際短編映画祭オフシアター部門にて上映。<br/> ※主催：<a href=""http://sapporoshortfest.jp/14/"" target=""_blank"">札幌国際短編映画祭</a>"
2014年9月27日,2014,201409,東京・渋谷,2014-09-17,渋谷女性センター・アイリス,"東京都渋谷区桜丘町23-21 <a href=""http://www.shibu-cul.jp/access.html"" target=""_blank"">[地図]</a>",18:30～20:30,無料（カンパ歓迎）,※主催：映像女性学の会<br/> ※先着50名、予約不要。<br/> ※上映作品『踊る善福寺』＆『ホームレスごっこ』<br/> ※上映後に監督トークあり。
2014年9月15日,2014,201409,中篇映画祭（大阪）,2014-08-02,シネ･ヌーヴォX,"大阪市西区九条1-20-24 <a href=""http://www.cinenouveau.com/access/access.html"" target=""_blank"">[地図]</a>",①8月30日（土）17:30～<br/> ②9月3日（水）17:30～（19:00～『踊る善福寺』あり）<br/> ③9月11日（木）19:00～（17:30～『踊る善福寺』あり）<br/> ④9月13日（土）15:00～（☆舞台挨拶あり。16:30～『踊る善福寺』あり）<br/> ⑤9月14日（日）16:30～（☆舞台挨拶あり。18:00～『踊る善福寺』あり）<br/> ⑥9月15日（月･祝）18:00～（16:30～『踊る善福寺』あり）,"1プログラム券＝1,000円（25歳以下は500円）<br/> 3プログラム券＝2,400円<br/> 5プログラム券＝3,500円","※中篇映画祭2014のプログラムとして上映されます。<br/> ※中篇映画祭のプログラムは<a href=""http://www.cinenouveau.com/sakuhin/cyuhen/cyuhen.htm"" target=""_blank"">こちら</a>をご覧ください。<br/> ※映画祭期間中、監督舞台挨拶は9月13日（土）＆14日（日）の上映回を予定しています。"
2014年9月15日,2014,201409,中篇映画祭（大阪）,2014-08-02,シネ･ヌーヴォX,"大阪市西区九条1-20-24 <a href=""http://www.cinenouveau.com/access/access.html"" target=""_blank"">[地図]</a>",①8月31日（日）17:30～<br/> ②9月3日（水）19:00～（17:30～『乙女ハウス』あり）<br/> ③9月11日（木）17:30～（19:00～『乙女ハウス』あり）<br/> ④9月13日（土）16:30～（☆舞台挨拶あり。15:00～『乙女ハウス』あり）<br/> ⑤9月14日（日）18:00～（☆舞台挨拶あり。16:30～『乙女ハウス』あり）<br/> ⑥9月15日（月･祝）16:30～（18:00～『乙女ハウス』あり）<br/>,"1プログラム券＝1,000円（25歳以下は500円）<br/> 3プログラム券＝2,400円<br/> 5プログラム券＝3,500円<br/>","※『踊る善福寺』の上映です。<br/> ※中篇映画祭2014のプログラムとして上映されます。<br/> ※中篇映画祭のプログラムは<a href=""http://www.cinenouveau.com/sakuhin/cyuhen/cyuhen.htm"" target=""_blank"">こちら</a>をご覧ください。<br/> ※映画祭期間中、監督舞台挨拶は9月13日（土）＆14日（日）の上映回を予定しています。"
2014年9月14日,2014,201409,Split映画祭（クロアチア）,2014-08-23,Kinoteka Zlatna Vrata,"Dioklecianova 7, Split",17:00～,--,"※<a href=""http://www.splitfilmfestival.hr/index.php?option=com_content&view=article&id=970&Itemid=320&lang=en"" target=""_blank"">スプリット映画祭</a>（クロアチア）の短編コンペティション部門にて上映。"
2014年9月12日,2014,201409,「関西インディペンデント映画事情！」（大阪市）,2014-09-05,住み開き大阪511,"阪急梅田駅から徒歩10分、地下鉄中津駅から徒歩5分。詳しい行き方は<a href=""http://waon511.jimdo.com/access/"" target=""_blank"">こちら</a>をご覧ください。",19:30～オープン、20:00～スタート<br/> ※『ホームレスごっこ』上映もあり,無料（飲み物・食べ物差し入れ歓迎！　会場でも有料にて飲食を用意しております）,"※イベント名「関西のインディペンデント映画事情が知りたい！！ ～東京より早川由美子参ります～」と題して、関西でインディペンデント映画を作っている人、インディ映画をこよなく愛する人、映画を作ってみたいと思っている人などなどで集まるイベントです！　詳しくは<a href=""http://brianandco.cocolog-nifty.com/blog/2014/09/jp-912511-ea48.html"" target=""_blank"">こちら</a>をご覧ください。<br/> ※『ホームレスごっこ』上映もあります。"
2014年9月9日,2014,201409,岡山市,2014-08-23,やっち（space yatch）,"岡山市北区奉還町3-12-11<br/> 最寄り駅：岡山駅西口から徒歩10分<a href=""http://rojitokurashi.com/yatch/yatch.html"" target=""_blank"">[地図]</a><br/>",19:00～開場、20:00～開映＆トーク,500円＋1オーダー,"※主催：富田真史さん<br/> ※会場のやっち（space yatch）のサイト、イベントのページは<a href=""http://rojitokurashi.com/yatch/schedule.html"" target=""_blank"">こちら</a>です。<br/> ※上映の後にはトークもあります！"
2014年9月6日,2014,201409,DVD発売記念＆dislocate2014オープニングパーティー,2014-08-10,善福寺新町商店街,東京都杉並区善福寺4-1-1（新町商店街）<br/> 和田ビル4F<br/>,18:00～,500円（dislocate2014プロジェクトへの寄付）,"※『踊る善福寺/ホームレスごっこ』DVD発売記念と、dislocate2014のオープニング･パーティーを兼ねた上映です。<br/> ※主催：<a href=""http://dis-locate.net/0/"" target=""_blank"">dislocate</a>、早川由美子"
